Kaggle_ID,Date,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Record_id,Rented Bike Count
1171,22/08/2018,7,24.3,74,0.6,1999,19.3,,0.0,0.0,Sumer,No Holiday,Yes,7821449,1366
1172,27/05/2018,2,19.0,62,1.8,974,11.5,0.0,0.0,0.0,Spring,No Holiday,Yes,3056714,572
1173,28/10/2018,15,12.2,67,3.3,2000,6.2,0.86,0.0,0.0,Autmn,No Holiday,Yes,5183762,906
1174,16/12/2017,12,20.2,1,1.9,0,-8.6,1.93,5.4,0.1,Spriing,No Holiday,Yes,267264,0
1175,20/02/2018,16,5.1,17,3.4,2000,-18.0,1.2,,0.0,Winteer,No Holiday,Yes,2832544,393
1176,23/10/2018,15,16.6,68,1.5,955,10.6,1.55,0.0,0.0,Autumn,No Holiday,Yes,6058163,1040
1177,4/1/2018,13,-2.0,32,1.0,1864,-16.5,0.91,,0.0,Wintr,No Holiday,Yes,1865488,260
1178,17/11/2018,8,0.7,72,1.0,1397,-3.7,0.05,0.0,0.0,Autmn,No Holiday,Yes,3151702,533
1179,30/11/2018,-7,13.4,58,1.7,1454,4.6,0.58,0.1,0.1,Sprng,Holiday,No,738095,121
1180,17/10/2018,13,17.7,25,2.1,1917,-2.6,2.48,0.0,0.0,Auttumn,No Holiday,Yes,6191459,1133
1181,21/12/2017,18,1.7,64,1.3,1140,-4.3,0.0,0.0,0.8,Wonter,No Holiday,Yes,2945487,543
1182,13/07/2018,20,28.2,76,2.2,1888,23.5,0.08,0.0,0.0,Summr,No Holiday,Yes,11376438,2138
1183,29/09/2018,19,22.5,43,0.4,2000,9.2,0.0,0.0,0.0,Autum,No Holiday,Yes,11182516,2090
1184,6/1/2018,4,-5.9,61,1.1,1260,-12.2,0.0,0.0,0.0,Wonter,No Holiday,Yes,871615,58
1185,6/2/2018,7,-12.7,41,3.7,1982,-23.2,0.0,0.0,0.0,Winteer,No Holiday,Yes,1540627,227
1186,19/11/2018,22,5.3,39,2.3,1512,-7.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,5091721,932
1187,3/1/2018,23,-5.9,54,0.8,1968,-13.7,0.0,0.0,0.0,Winteer,No Holiday,Yes,1237298,173
1188,14/01/2018,19,3.9,54,1.1,1102,-4.5,0.0,0.0,0.0,Winteer,No Holiday,Yes,1640086,220
1189,2/12/2017,21,4.1,55,1.2,1448,-4.1,0.0,0.0,0.0,Wonter,No Holiday,Yes,2760959,413
1190,18/12/2017,20,3.3,65,3.2,1172,-2.6,0.0,0.0,2.7,Winteer,No Holiday,Yes,1641519,165
1191,21/04/2018,-10,13.3,58,1.9,1470,4.4,0.62,0.3,0.1,Auttumn,No Holiday,No,5769160,986
1192,30/11/2018,21,2.6,39,0.3,1968,-9.9,0.0,0.0,0.0,Autmn,No Holiday,Yes,3709649,679
1193,20/05/2018,8,14.1,38,1.0,2000,0.0,0.72,0.0,0.0,Spring,No Holiday,Yes,3127177,568
1194,8/6/2018,10,21.9,62,1.7,1664,14.2,1.36,0.0,0.0,Sumer,No Holiday,Yes,5950439,1011
1195,14/05/2018,15,24.0,59,1.6,353,15.4,2.24,0.0,0.0,Sproing,No Holiday,Yes,6831472,1195
1196,21/05/2018,4,12.4,0,0.8,2000,-3.4,0.0,0.0,0.0,Sproing,No Holiday,Yes,699243,118
1197,14/06/2018,17,24.6,57,1.0,1866,15.5,0.45,0.0,0.0,Summer,No Holiday,Yes,10131534,1945
1198,16/07/2018,14,19.0,2,4.7,1968,-23.2,1.85,0.0,0.8,Wintr,Holiday,Yes,7326559,1396
1199,23/11/2018,18,3.9,23,,2000,-15.4,0.0,0.0,0.0,Auttumn,No Holiday,Yes,8755504,1646
1200,22/09/2018,7,18.1,96,0.9,557,17.4,,0.0,0.0,Autumn,No Holiday,Yes,2631852,371
1201,16/01/2018,0,,67,1.2,387,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes,1966097,207
1202,19/07/2018,23,27.2,78,1.9,1601,23.0,0.0,0.0,0.0,Summmer,No Holiday,Yes,7909973,1385
1203,28/07/2018,-9,13.0,57,1.7,1416,4.8,0.58,0.2,0.1,Sumer,No Holiday,Yes,1071329,147
1204,9/9/2018,17,27.7,33,1.1,2000,9.9,1.21,0.0,0.0,Autum,No Holiday,Yes,11304733,2209
1205,17/09/2018,22,20.8,65,,2000,13.9,0.0,0.0,0.0,Autum,No Holiday,Yes,10900480,1984
1206,27/05/2018,7,17.6,0,1.4,1219,8.7,0.34,0.0,0.0,Spring,No Holiday,Yes,2246623,370
1207,30/05/2018,13,24.0,56,2.6,1282,14.6,2.94,0.0,0.0,Sprng,No Holiday,Yes,6707914,1207
1208,3/12/2017,9,3.5,91,1.8,231,2.1,0.02,2.5,0.0,Wonter,No Holiday,Yes,1071329,147
1209,12/7/2018,9,26.5,82,2.7,815,23.1,0.57,0.0,0.0,Sumer,No Holiday,Yes,5668763,1020
1210,8/5/2018,9,18.5,51,,1955,8.1,1.74,0.0,0.0,Spriing,No Holiday,Yes,5794988,1137
1211,29/03/2018,2,12.9,83,1.6,369,10.0,0.0,0.0,0.0,Sproing,No Holiday,Yes,1893120,254
1212,28/10/2018,9,7.3,90,1.1,1889,5.7,0.12,2.5,0.0,Autum,No Holiday,Yes,1331536,195
1213,29/03/2018,3,12.7,80,0.4,384,9.3,0.0,0.0,0.0,Sproing,No Holiday,Yes,1759946,188
1214,31/03/2018,5,9.8,73,0.8,1098,5.1,,0.0,0.0,Spring,No Holiday,Yes,909520,109
1215,21/02/2018,20,-1.1,43,1.5,2000,-12.1,0.0,0.0,0.0,Wonter,No Holiday,Yes,2502847,322
1216,22/01/2018,4,0.0,32,0.4,2000,-14.7,0.0,0.0,0.0,Wintr,No Holiday,Yes,780135,29
1217,6/5/2018,3,16.2,94,1.7,400,15.2,0.0,1.5,0.0,Sproing,No Holiday,Yes,488483,41
1218,13/09/2018,4,20.7,69,1.3,2000,14.8,0.0,0.0,0.0,Auttumn,No Holiday,Yes,1285396,232
1219,21/02/2018,21,-1.6,52,2.2,2000,-10.1,0.0,0.0,0.0,Wonter,No Holiday,Yes,2631845,344
1220,3/2/2018,3,-4.4,80,4.3,346,-7.3,,0.1,0.1,Winteer,No Holiday,Yes,872194,66
1221,5/7/2018,10,25.6,75,1.1,1028,20.8,1.22,0.0,0.0,Summer,No Holiday,Yes,5060247,888
1222,1/9/2018,-8,,55,1.8,1436,5.1,0.56,0.1,0.1,Summr,Holiday,Yes,1102805,170
1223,6/1/2018,13,0.9,28,2.4,1895,-15.6,1.18,0.0,0.0,Winter,No Holiday,Yes,2067070,351
1224,5/7/2018,2,23.6,80,,879,19.9,0.0,0.0,0.0,Summmer,No Holiday,Yes,3883184,616
1225,31/01/2018,13,-0.8,39,2.6,1853,-13.0,0.54,0.0,2.8,Wonter,No Holiday,Yes,1102579,164
1226,7/9/2018,16,25.2,39,2.8,1987,10.2,1.65,0.0,0.0,Autmn,No Holiday,Yes,9044692,1682
1227,14/12/2017,6,-11.0,55,0.8,1541,-18.2,0.0,0.0,0.0,Winteer,No Holiday,Yes,1296977,107
1228,8/12/2017,1,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,Wonter,No Holiday,Yes,1957455,217
1229,4/8/2018,22,28.6,74,2.5,1804,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,7526593,1353
1230,29/12/2017,7,0.9,67,0.6,658,-4.5,0.0,,0.0,Wintr,No Holiday,Yes,1856057,281
1231,6/6/2018,7,19.3,63,0.7,916,12.0,0.46,0.0,0.0,Summr,Holiday,Yes,2988028,550
1232,15/07/2018,0,26.0,82,1.9,1674,22.6,0.0,0.0,0.0,Sumer,No Holiday,Yes,6315664,1146
1233,27/07/2018,19,32.0,68,3.0,1286,25.3,0.38,0.0,0.0,Sumer,No Holiday,Yes,8903001,1757
1234,7/10/2018,4,15.1,90,1.2,850,13.4,0.0,0.0,0.0,Autum,No Holiday,Yes,1439535,249
1235,10/10/2018,9,12.0,72,3.3,1650,7.0,,0.0,0.0,Autum,No Holiday,Yes,5939833,1142
1236,5/1/2018,20,-3.4,51,1.1,1391,-12.1,0.0,0.0,0.0,Winteer,No Holiday,Yes,2300380,332
1237,10/11/2018,19,12.1,67,1.5,430,6.1,0.0,0.0,0.0,Auttumn,No Holiday,Yes,5631974,1001
1238,23/11/2018,21,2.2,28,0.8,2000,-14.4,0.0,0.0,0.0,Autum,No Holiday,Yes,4279388,669
1239,27/04/2018,-7,12.7,58,1.7,1421,4.3,0.58,0.2,0.1,Winteer,Holiday,No,5337668,949
1240,17/03/2018,7,0.5,64,0.8,2000,-5.5,0.01,0.0,0.0,Sprng,No Holiday,Yes,1329233,200
1241,8/4/2018,9,5.1,46,2.7,1888,-5.5,1.34,0.0,0.0,Sproing,No Holiday,Yes,2439701,421
1242,22/09/2018,15,25.4,32,3.8,1980,7.4,2.42,0.0,0.0,Autmn,No Holiday,Yes,9956392,1846
1243,7/1/2018,10,-1.8,40,1.8,1555,-13.6,0.48,0.0,0.0,Wintr,No Holiday,Yes,1584462,186
1244,13/01/2018,22,-4.3,81,,435,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1278006,167
1245,16/08/2018,3,27.9,68,0.6,2000,21.4,0.0,0.0,0.0,Sumer,No Holiday,Yes,2130416,264
1246,16/11/2018,5,6.9,66,0.5,698,0.9,0.0,0.0,0.0,Auttumn,No Holiday,Yes,1485834,144
1247,25/08/2018,13,28.6,54,2.9,1925,18.3,1.85,0.0,0.0,Summr,No Holiday,Yes,6938013,1212
1248,13/04/2018,3,9.9,27,1.3,2000,-8.2,0.0,0.0,0.0,Sprng,No Holiday,Yes,1568363,193
1249,24/09/2018,0,17.2,50,1.7,2000,6.6,,0.0,0.0,Autmn,Holiday,Yes,3647844,649
1250,2/8/2018,13,36.7,44,1.4,1765,22.4,1.9,0.0,0.0,Sumer,No Holiday,Yes,3445121,585
1251,15/07/2018,12,30.1,58,1.6,1491,20.9,2.15,0.0,0.0,Summer,No Holiday,Yes,5095066,834
1252,30/09/2018,23,14.1,53,2.1,2000,4.6,0.0,0.0,0.0,Autmn,No Holiday,No,638372,0
1253,3/12/2017,16,7.6,77,1.6,399,3.8,0.2,,0.0,Wintr,No Holiday,Yes,3723420,660
1254,10/3/2018,2,1.6,79,0.9,685,-1.6,0.0,0.0,0.0,Spriing,No Holiday,Yes,1997202,244
1255,9/9/2018,21,22.2,57,1.2,2000,13.2,0.0,0.0,0.0,Autum,No Holiday,Yes,9962832,1875
1256,12/9/2018,18,,44,1.4,2000,13.6,0.62,0.0,0.0,Autmn,No Holiday,Yes,17081397,3287
1257,19/02/2018,13,5.1,41,1.8,1097,-7.0,1.03,0.0,0.0,Wonter,No Holiday,Yes,2001232,339
1258,22/02/2018,14,4.8,50,4.3,1168,-4.7,1.01,0.0,0.0,Winter,No Holiday,Yes,2134141,337
1259,26/12/2017,17,-3.6,20,3.7,2000,-23.3,0.23,0.0,0.0,Wintr,No Holiday,Yes,2242259,350
1260,19/09/2018,9,21.5,61,0.8,1774,13.6,0.92,0.0,0.0,Autumn,No Holiday,No,764546,0
1261,20/10/2018,13,19.4,26,1.1,1942,-0.6,2.45,0.0,0.0,Autum,No Holiday,Yes,8895848,1610
1262,13/07/2018,23,26.2,84,1.0,1646,23.2,0.0,0.0,0.0,Summr,No Holiday,Yes,8045246,1447
1263,8/4/2018,6,0.9,52,1.1,2000,-7.8,,0.0,0.0,Sprng,No Holiday,Yes,1372714,93
1264,3/11/2018,-7,14.1,58,1.8,1396,4.6,0.55,0.1,0.1,Spring,No Holiday,Yes,9652288,1739
1265,4/5/2018,-3,13.5,58,1.9,1447,3.0,0.57,0.1,0.1,Autumn,No Holiday,Yes,6916339,1240
1266,10/5/2018,-9,12.1,57,,1388,3.4,0.57,,0.1,Winter,Holiday,Yes,2941451,458
1267,13/01/2018,7,-6.5,68,0.6,571,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,786476,47
1268,29/08/2018,6,,85,,2000,22.0,0.0,0.0,0.0,Summr,No Holiday,Yes,2642367,345
1269,23/02/2018,13,6.7,64,2.0,241,0.3,1.94,0.0,0.6,Winteer,No Holiday,Yes,2131657,342
1270,19/06/2018,0,21.5,63,1.0,1740,14.1,0.0,0.0,0.0,Summer,No Holiday,Yes,6519249,1128
1271,8/9/2018,23,20.7,52,1.4,2000,10.4,0.0,0.0,0.0,Autum,No Holiday,Yes,6085163,1149
1272,10/4/2018,-1,13.7,59,1.7,1408,4.7,0.46,0.3,0.0,Summer,No Holiday,Yes,914431,0
1273,2/5/2018,11,18.0,85,1.1,411,15.4,0.45,0.0,0.0,Sprng,No Holiday,Yes,1446914,220
1274,30/01/2018,4,-11.1,50,1.2,1986,-19.4,,0.0,0.0,Winter,No Holiday,Yes,306159,37
1275,30/07/2018,2,28.0,57,1.2,2000,18.6,0.0,0.0,0.0,Summmer,No Holiday,Yes,2631025,387
1276,24/08/2018,11,26.2,76,2.6,1995,21.6,0.88,0.0,0.0,Summr,No Holiday,Yes,2799684,459
1277,5/6/2018,16,28.8,38,3.1,1027,13.0,2.14,0.0,0.0,Summer,No Holiday,Yes,7860330,1454
1278,16/10/2018,10,14.4,45,0.6,1206,2.6,,0.0,0.0,Auttumn,No Holiday,Yes,5007322,870
1279,31/07/2018,19,34.9,47,2.4,2000,21.9,0.42,0.0,0.0,Summr,No Holiday,Yes,10465836,1949
1280,23/06/2018,16,28.3,48,3.1,1232,16.2,2.41,0.0,0.0,Summr,No Holiday,Yes,10517228,1943
1281,20/08/2018,5,25.7,68,0.8,1395,19.3,0.0,0.0,0.0,Summmer,No Holiday,Yes,1591820,291
1282,27/08/2018,-6,13.7,58,1.7,1471,3.6,0.48,0.2,0.1,Winter,Holiday,Yes,11731579,2295
1283,22/02/2018,7,-3.7,64,0.7,1891,-9.5,0.0,0.0,0.0,Winteer,No Holiday,Yes,2229926,368
1284,18/01/2018,22,0.7,45,2.0,1084,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2614649,325
1285,7/8/2018,21,30.3,69,2.2,1834,23.9,0.0,0.0,0.0,Sumer,No Holiday,Yes,9660323,1820
1286,19/11/2018,-3,13.2,58,1.7,1443,4.5,0.6,,0.1,Autum,No Holiday,Yes,8720927,1656
1287,6/1/2018,0,-4.3,52,1.6,1247,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes,1302790,185
1288,13/04/2018,21,16.4,24,2.9,1983,-4.2,0.0,0.0,0.0,Spriing,No Holiday,Yes,7278205,1294
1289,11/11/2018,21,8.0,51,0.5,1989,-1.5,,0.0,0.0,Autmn,No Holiday,Yes,4157331,729
1290,28/02/2018,9,6.2,55,2.4,478,-2.1,0.13,0.0,0.0,Winteer,No Holiday,Yes,2866880,432
1291,4/8/2018,20,30.2,66,2.8,2000,23.1,0.02,0.0,0.0,Summer,No Holiday,Yes,8010514,1458
1292,2/2/2018,23,-2.6,69,2.0,1434,-7.5,0.0,0.0,0.0,Wonter,No Holiday,Yes,1391406,167
1293,23/08/2018,14,30.5,59,2.0,2000,21.5,0.84,0.1,0.0,Summmer,No Holiday,Yes,4416508,743
1294,18/04/2018,8,8.3,36,0.6,1335,-5.9,0.82,0.0,0.0,Spriing,No Holiday,Yes,9355822,1848
1295,12/8/2018,13,34.0,47,1.4,2000,21.0,2.24,0.0,0.0,Summmer,No Holiday,Yes,4661885,761
1296,30/08/2018,2,24.7,96,1.0,337,24.0,0.0,6.5,0.0,Summr,No Holiday,Yes,615586,81
1297,19/03/2018,12,10.2,58,3.5,2000,2.2,0.32,0.0,0.0,Spriing,No Holiday,Yes,2458961,412
1298,17/09/2018,12,25.2,50,1.7,1710,14.0,2.83,0.0,0.0,Autmn,No Holiday,Yes,5634425,1096
1299,1/1/2018,2,-3.7,42,0.9,2000,-14.7,0.0,0.0,0.0,Wintr,Holiday,Yes,1634254,190
1300,22/06/2018,12,29.8,28,1.3,1777,9.3,3.21,0.0,0.0,Sumer,No Holiday,Yes,5867378,1129
1301,7/7/2018,16,28.9,44,,1998,15.4,2.2,,0.0,Summr,No Holiday,Yes,9062479,1724
1302,23/10/2018,-8,12.3,60,1.8,1418,4.2,,0.1,0.1,Autumn,Holiday,No,2883535,429
1303,11/12/2017,19,-8.6,45,3.9,2000,-18.4,0.0,0.0,0.0,Wonter,No Holiday,Yes,2617812,357
1304,16/03/2018,-8,11.7,58,1.8,1410,5.0,0.58,0.2,0.1,Spriing,Holiday,Yes,1071329,147
1305,10/3/2018,11,5.7,58,2.3,700,-1.9,2.08,0.0,0.0,Spriing,No Holiday,Yes,3150245,513
1306,9/9/2018,19,24.1,56,2.5,2000,14.7,0.04,0.0,0.0,Autumn,No Holiday,Yes,10742516,2057
1307,18/12/2017,9,-4.3,89,1.0,59,-5.8,,1.6,4.0,Wintr,No Holiday,Yes,953532,45
1308,8/5/2018,7,15.3,60,2.0,2000,7.5,0.35,0.0,0.0,Spriing,No Holiday,Yes,7098436,1261
1309,23/02/2018,23,5.5,80,2.7,258,2.3,0.0,0.0,0.0,Winteer,No Holiday,Yes,2195485,248
1310,19/09/2018,18,24.0,55,2.2,1691,14.3,,,0.0,Autumn,No Holiday,No,401892,0
1311,29/10/2018,16,11.3,41,3.6,2000,-1.4,0.94,0.0,0.0,Auttumn,No Holiday,Yes,5541907,1070
1312,29/04/2018,20,16.9,42,2.7,942,3.8,0.0,0.0,0.0,Sproing,No Holiday,Yes,8525780,1512
1313,1/11/2018,23,7.8,63,0.4,1547,1.1,0.0,0.0,0.0,Autmn,No Holiday,Yes,4826954,785
1314,19/09/2018,5,19.3,73,0.9,1782,14.3,0.0,0.0,0.0,Auttumn,No Holiday,No,105856,0
1315,14/07/2018,23,26.6,80,2.0,1527,22.8,0.0,0.0,0.0,Summmer,No Holiday,Yes,7141754,1238
1316,16/02/2018,13,3.5,17,3.2,1971,-19.3,2.2,0.0,0.0,Wonter,Holiday,Yes,1338973,170
1317,4/11/2018,4,6.9,70,1.5,1314,1.7,0.0,0.0,0.0,Autum,No Holiday,Yes,1408545,191
1318,22/02/2018,23,2.9,63,2.6,1253,-3.4,0.0,0.0,0.0,Winteer,No Holiday,Yes,1653649,209
1319,6/3/2018,9,1.2,62,0.8,1338,-5.2,,0.0,0.0,Sprng,No Holiday,Yes,3717517,575
1320,8/7/2018,12,25.0,46,1.9,1943,12.5,2.93,0.0,0.0,Summmer,No Holiday,Yes,7120629,1248
1321,18/04/2018,4,7.2,49,0.8,1546,-2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,930581,121
1322,20/12/2017,18,-1.4,79,1.6,702,-4.5,0.0,0.1,2.2,Winteer,No Holiday,Yes,2235446,349
1323,10/11/2018,-10,13.3,59,1.8,1410,2.6,0.62,,0.1,Winteer,Holiday,No,9141370,1730
1324,22/08/2018,-1,13.0,58,1.8,1480,4.6,0.53,0.1,0.1,Wonter,Holiday,Yes,1115586,72
1325,26/11/2018,13,11.7,50,1.4,609,1.6,1.74,0.0,0.0,Auttumn,No Holiday,Yes,3933069,743
1326,9/12/2017,7,-5.5,56,0.8,1950,-12.9,0.0,,0.0,Winter,No Holiday,Yes,1416309,138
1327,10/10/2018,-5,12.6,57,1.8,1415,3.9,,0.2,0.1,Spring,No Holiday,No,3719679,627
1328,12/1/2018,4,-14.3,45,2.0,2000,-23.6,0.0,0.0,0.0,Wonter,No Holiday,Yes,335881,26
1329,15/11/2018,16,15.4,34,1.4,1016,-0.4,0.68,0.0,0.0,Autum,No Holiday,Yes,6162811,1172
1330,16/03/2018,1,,83,2.1,2000,4.4,0.0,0.0,0.0,Spriing,No Holiday,Yes,2323374,301
1331,23/08/2018,4,29.3,54,1.0,2000,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1801397,166
1332,4/2/2018,15,-6.4,30,4.9,1939,-21.1,1.89,0.0,0.0,Winteer,No Holiday,Yes,1797540,187
1333,16/02/2018,20,0.2,61,1.9,1956,-6.4,0.0,0.0,0.0,Wonter,Holiday,Yes,1035089,165
1334,24/10/2018,9,10.1,72,1.1,728,5.2,0.9,0.0,0.0,Autmn,No Holiday,Yes,5852661,1127
1335,25/05/2018,9,19.5,44,1.3,995,6.9,1.88,0.0,0.0,Spring,No Holiday,Yes,6312424,1157
1336,6/5/2018,16,19.5,66,1.7,2000,12.9,1.71,0.0,0.0,Sprng,No Holiday,Yes,7875861,1503
1337,23/12/2017,14,8.6,63,1.6,263,1.9,0.72,0.0,0.0,Winter,No Holiday,Yes,3002312,426
1338,20/09/2018,16,19.5,75,2.1,2000,14.9,0.38,0.0,0.0,Auttumn,No Holiday,Yes,5382002,892
1339,8/4/2018,10,6.3,39,2.8,2000,-6.6,1.55,,0.0,Sproing,No Holiday,Yes,3110339,481
1340,15/09/2018,16,24.4,74,0.6,1996,19.4,0.13,,0.0,Autmn,No Holiday,Yes,6783559,1254
1341,8/1/2018,9,0.8,47,0.9,1070,-9.2,0.05,0.0,0.0,Wintr,No Holiday,Yes,2238613,380
1342,11/5/2018,13,20.8,45,2.8,688,8.4,,0.0,0.0,Spriing,No Holiday,Yes,6385385,1215
1343,5/3/2018,18,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,Spriing,No Holiday,Yes,6680682,1159
1344,3/9/2018,15,25.7,81,,1825,22.1,0.43,0.0,0.0,Auttumn,No Holiday,Yes,1049609,144
1345,7/4/2018,-4,13.3,59,1.7,1410,4.4,0.51,,0.1,Sproing,Holiday,Yes,7576944,1402
1346,30/11/2018,16,7.2,23,1.5,1945,-12.6,,0.0,0.0,Autumn,No Holiday,Yes,4774822,853
1347,19/02/2018,1,-1.4,42,,1805,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,1174250,97
1348,26/03/2018,22,10.7,58,1.4,600,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,4157344,658
1349,27/12/2017,4,-9.1,33,2.3,2000,-22.4,0.0,0.0,0.0,Winter,No Holiday,Yes,491700,48
1350,16/05/2018,21,21.8,97,1.3,160,21.2,0.0,,0.0,Spriing,No Holiday,Yes,2847497,396
1351,20/06/2018,-4,12.9,59,1.7,1441,4.5,,0.2,0.1,Sumer,Holiday,Yes,3001270,468
1352,1/1/2018,1,-3.3,41,0.7,2000,-14.7,0.0,,0.0,Wintr,Holiday,Yes,1800227,208
1353,9/5/2018,8,12.3,53,1.6,2000,2.9,1.09,,0.0,Spring,No Holiday,Yes,10854995,2118
1354,17/10/2018,10,14.0,58,1.6,841,5.8,1.53,0.0,0.0,Auttumn,No Holiday,Yes,4682600,807
1355,25/11/2018,17,9.0,59,0.7,677,1.4,0.1,0.0,0.4,Auttumn,No Holiday,Yes,5282724,866
1356,17/09/2018,6,18.8,88,1.2,798,16.7,0.0,0.0,0.0,Autum,No Holiday,Yes,3974786,636
1357,10/12/2017,13,3.3,87,1.1,230,1.3,0.54,0.0,2.1,Wintr,No Holiday,Yes,1361757,176
1358,8/8/2018,2,28.3,84,2.1,1099,25.3,0.0,0.0,0.0,Sumer,No Holiday,Yes,2774566,462
1359,3/1/2018,9,-6.8,44,1.7,1858,-17.0,0.16,,0.0,Wintr,No Holiday,Yes,2795082,370
1360,4/6/2018,-1,12.9,57,1.8,1436,4.6,0.56,0.1,0.1,Autum,No Holiday,No,2139363,400
1361,16/02/2018,15,4.0,26,3.5,2000,-13.8,1.75,0.0,0.0,Winter,Holiday,Yes,1651729,226
1362,10/6/2018,7,18.4,68,0.6,2000,12.3,,0.0,0.0,Summr,No Holiday,Yes,2203184,341
1363,24/01/2018,12,-12.2,26,4.0,2000,-27.8,,0.0,0.9,Winter,No Holiday,Yes,1076558,128
1364,17/04/2018,2,8.4,45,0.9,1987,-2.8,0.0,0.0,0.0,Sproing,No Holiday,Yes,2149596,262
1365,21/08/2018,2,27.6,60,4.3,1854,19.1,,0.0,0.0,Summr,No Holiday,Yes,2053590,364
1366,28/10/2018,11,9.4,86,,1220,7.1,0.75,0.0,0.0,Autum,No Holiday,Yes,2932333,535
1367,18/10/2018,-2,12.2,57,1.7,1442,4.2,0.62,0.1,0.1,Sprng,Holiday,Yes,4722079,869
1368,26/06/2018,17,24.0,95,5.0,362,23.1,0.07,2.0,0.0,Sumer,No Holiday,Yes,1413912,108
1369,8/8/2018,3,28.3,84,,1006,25.3,0.0,0.0,0.0,Summmer,No Holiday,Yes,2004256,343
1370,2/1/2018,-7,13.0,56,1.7,1399,3.4,0.61,0.2,0.1,Auttumn,Holiday,No,1585247,242
1371,13/12/2017,1,-10.2,52,1.6,1997,-18.2,0.0,0.0,0.0,Wonter,No Holiday,Yes,1253944,179
1372,29/06/2018,15,28.4,63,2.8,742,20.6,2.47,0.0,0.0,Summmer,No Holiday,Yes,7547376,1338
1373,27/06/2018,3,19.4,97,2.9,282,18.9,0.0,0.0,0.0,Summmer,No Holiday,Yes,1530877,167
1374,14/03/2018,-3,13.0,57,1.7,1505,4.7,0.57,0.2,0.1,Summmer,Holiday,No,2132199,339
1375,24/02/2018,16,5.9,21,,1864,-14.8,1.34,0.0,0.0,Winter,No Holiday,Yes,3432083,512
1376,30/04/2018,2,14.1,62,1.2,502,6.9,0.0,0.0,0.0,Sprng,No Holiday,Yes,2201957,262
1377,25/01/2018,9,-16.2,33,2.9,2000,-28.7,0.19,0.0,0.6,Wintr,No Holiday,Yes,1531107,209
1378,14/12/2017,14,-2.7,28,0.7,1857,-18.7,0.65,0.0,0.0,Winter,No Holiday,Yes,2064034,325
1379,25/12/2017,18,-1.6,33,2.0,2000,-15.8,0.0,0.0,0.0,Winteer,Holiday,Yes,2012838,234
1380,16/07/2018,-7,12.6,59,1.7,1448,4.3,0.58,0.2,0.1,Summr,No Holiday,No,2190397,305
1381,4/3/2018,-9,11.9,58,1.8,1452,5.0,0.56,0.2,0.1,Autmn,No Holiday,Yes,1577343,161
1382,8/11/2018,-4,13.2,57,1.7,1420,4.4,0.59,0.2,0.1,Autmn,No Holiday,Yes,4164837,719
1383,13/11/2018,-6,13.3,57,1.6,1413,2.6,0.53,0.1,0.1,Autum,No Holiday,No,6578849,1191
1384,21/06/2018,3,20.0,83,1.7,607,17.0,0.0,0.0,0.0,Summr,No Holiday,Yes,2703795,384
1385,31/03/2018,6,9.4,75,0.9,1117,5.1,0.0,0.0,0.0,Spriing,No Holiday,Yes,1455089,140
1386,28/11/2018,4,3.9,26,2.4,1071,-13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1062386,148
1387,31/10/2018,23,6.4,60,1.8,1930,-0.8,0.0,,0.0,Autmn,No Holiday,Yes,4622150,773
1388,21/05/2018,5,11.9,0,1.3,2000,-2.7,,0.0,0.0,Sprng,No Holiday,Yes,1725316,169
1389,16/01/2018,18,4.9,59,,427,-2.4,0.0,0.0,0.0,Winteer,No Holiday,Yes,3837374,589
1390,5/9/2018,1,20.9,66,1.1,2000,14.3,0.0,0.0,0.0,Autum,No Holiday,Yes,4673960,817
1391,9/6/2018,17,28.2,39,2.9,1653,12.9,0.7,0.0,0.0,Summr,No Holiday,Yes,13143449,2447
1392,26/11/2018,14,12.8,47,1.2,648,1.7,1.59,0.0,0.0,Auttumn,No Holiday,Yes,4453887,782
1393,27/05/2018,-10,12.1,59,1.6,1436,5.2,0.61,0.2,0.1,Sumer,Holiday,Yes,2570059,393
1394,26/06/2018,16,23.3,96,3.4,441,22.6,0.08,,0.0,Sumer,No Holiday,Yes,1169535,52
1395,18/03/2018,-10,13.4,56,1.7,1371,5.1,0.48,0.2,0.1,Winter,No Holiday,Yes,919091,160
1396,30/04/2018,17,24.0,53,3.5,536,13.8,1.39,0.0,0.0,Sproing,No Holiday,Yes,9179233,1760
